music_id,chroma_0_mean,chroma_0_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_centroid_mean,chroma_flux_mean,chroma_max,chroma_min,chroma_spread_mean,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,onset_rate,spectral_centroid_mean,spectral_decrease_mean,spectral_flux_mean,spectral_rolloff_mean,spectral_spread_mean,zcr_mean,zcr_std,category
0,866.5076293945312,1585.4371337890625,415.30084228515625,710.790771484375,683.8658447265625,1011.5528564453124,473.4841003417969,744.2479248046875,304.9148254394531,363.3131408691406,332.2429504394531,495.7018127441406,312.0179443359375,441.5827941894531,309.6332702636719,618.0101928710938,471.4627380371094,809.6078491210938,755.7788696289062,1522.24755859375,501.2520751953125,1400.412353515625,402.1143798828125,1302.2720947265625,5.339493024469314,1475.5347900390625,20956.4140625,3.06838321685791,11.477201996823744,-0.5254347920417786,0.5751627087593079,-0.07970770448446274,0.5453373789787292,0.24250473082065585,0.6668330430984497,-0.07719927281141281,0.5234460830688477,0.4751723408699036,1.1394845247268677,0.2330852895975113,1.578941822052002,0.44706085324287415,1.0098013877868652,2.449972152709961,1.1632232666015625,0.19722387194633484,0.7262767553329468,0.5126993060112001,0.5859487652778625,-0.010838042013347149,0.6382295489311218,0.1569717824459076,0.6473129987716675,3.631719235895158,27.621586635774246,-0.18633025466793704,1.962403655052185,1525.877192982456,1579.0218379321973,190.9071635075969,149.48227569340867,1
1,832.9569091796875,2140.568115234375,287.5845642089844,281.7953796386719,405.46722412109375,754.076904296875,1061.35986328125,2263.89453125,2502.509033203125,6418.287109375,1511.6168212890625,3109.064208984375,1199.9462890625,2618.626953125,653.0078125,1048.27490234375,416.1849365234375,628.7532348632812,421.8987731933594,1001.0037841796876,395.2243957519531,711.3153686523438,462.3712158203125,760.7643432617188,4.913901185523046,2480.15966796875,28161.671875,1.2928082942962646,6.46573472576108,-0.06518344581127168,0.5757937431335449,0.2076794058084488,0.6158987879753113,0.08998697996139526,0.750274121761322,0.4485754370689392,0.641308605670929,0.16072431206703186,1.1578515768051147,0.08959086984395981,0.8794917464256287,0.31706735491752625,0.8976432085037231,2.0013773441314697,0.6530112028121948,,0.8519859910011292,0.11241044849157332,0.6530634164810181,0.22351810336112976,0.6273126006126404,-0.5157133936882019,0.5755875706672668,6.230564193691692,38.78062751518674,-0.0131977759861868,2.139455556869507,1740.7894736842104,1941.791036234917,257.91321367850577,171.2575923797905,3
2,331.5445861816406,553.6575317382811,260.46749877929693,327.61822509765625,283.58013916015625,312.385986328125,204.36968994140625,225.9225311279297,286.47021484375,396.7682189941406,293.83026123046875,261.3922119140625,443.06732177734375,570.6708984375,265.8558349609375,339.59454345703125,258.86962890625,241.1560821533203,524.0834350585939,664.791259765625,279.46945190429693,273.88748168945307,385.1452941894531,668.3009643554688,5.663274865014919,618.6807250976562,9198.0537109375,2.8207592964172363,9.908858470393293,0.29064545035362244,0.8132424354553223,0.07402792572975159,0.7551493644714355,-0.6075879335403442,0.8250311017036438,0.07168395072221756,0.9161396622657776,-0.30089375376701355,0.7340565919876099,0.07128031551837921,0.7283661365509033,0.6361523866653442,0.5738512873649597,0.8955778479576111,0.6476684808731079,0.13198287785053253,0.7809508442878723,0.12858247756958008,0.6320400834083557,-0.1194671243429184,0.6735177636146545,-0.0024175031576305628,0.8372966051101685,4.264771212794314,86.37112013782105,-0.15501338837272455,1.336047649383545,5243.859649122805,15422.032530830022,508.1223372669757,296.1411243589643,3
3,454.5218505859375,1170.1881103515625,601.0217895507812,1035.021240234375,721.5238647460938,1861.1318359375,350.9917907714844,495.9423828125,432.5519714355469,563.1840209960938,423.7243957519531,614.65478515625,575.4979858398438,1217.105224609375,427.9409790039063,740.2188720703125,424.51995849609375,693.2022094726562,475.5148010253906,813.0197143554688,469.7197265625,833.901611328125,590.138427734375,1158.0550537109375,5.748344691997203,1582.92041015625,25146.16796875,6.64964485168457,11.26878406576936,0.09934401512145996,0.5002058744430542,0.1869360953569412,0.5396507382392883,-0.13866782188415527,0.6132814884185791,0.03187641873955726,0.5335583090782166,0.13141892850399015,1.1780307292938232,0.04695659130811691,1.1784859895706177,-0.8899024724960327,1.0059219598770142,1.7061238288879397,0.7527686953544617,-0.26533785462379456,0.7332356572151184,0.9629893898963928,0.560574471950531,-0.0145198293030262,0.6853158473968506,0.2570472359657288,0.7029761075973511,4.0648600621945805,16.844325121172908,-0.28774454519296183,2.2074203491210938,988.59649122807,999.0516128355472,144.63837381716718,142.3039958675805,1
4,180.3316345214844,245.81851196289062,388.92474365234375,917.0825805664062,186.85626220703125,192.7653045654297,212.2404022216797,370.1080627441406,170.8756103515625,225.8148498535156,164.08384704589844,214.76611328125,268.4852905273437,402.82659912109375,236.14454650878903,398.4380187988281,187.47134399414062,290.5669860839844,192.4316253662109,324.2970275878906,226.90830993652344,410.1748046875,540.9967041015625,1247.2109375,5.7631990464993095,1106.6602783203123,11508.4169921875,41.08525085449219,9.236917435228467,0.4495220482349396,0.5267577171325684,0.011300062760710716,0.5388570427894592,-0.2172030210494995,0.615164577960968,-0.11435168981552125,0.5172762274742126,-0.15731416642665866,1.0056431293487549,-0.06157374382019042,0.934554159641266,-0.2334491312503815,0.8451384902000427,1.283605694770813,0.6655707359313965,-0.06453452259302139,0.7245429754257202,0.4694368839263916,0.6029242873191833,-0.017072131857275963,0.5741322636604309,0.2128479480743408,0.4875335693359375,4.1648156374944465,5.764472866092973,-0.6267061906726185,1.2634040117263794,21.491228070175442,735.0514306656521,181.8189275888274,106.60459655603368,1
5,623.636474609375,1185.1412353515625,356.4776306152344,438.7652282714844,436.7736511230469,584.1932373046875,519.1400756835939,607.8746948242188,886.1854248046875,1343.947998046875,421.11322021484375,501.0455017089844,348.0970458984375,589.2988891601562,300.38543701171875,350.5233154296875,550.916015625,878.3432006835938,912.7809448242188,2016.6875,491.63177490234375,799.6519165039062,565.4124755859375,855.5286254882812,5.23381155973494,1430.1844482421875,36651.76171875,0.4764426946640015,10.372887201307018,-0.12166845053434372,0.6351262927055359,-0.12876303493976593,0.6808363199234009,-0.0635576844215393,0.610217273235321,-0.17828723788261416,0.6138114929199219,-0.17315101623535156,0.7657200694084167,0.06957194954156876,0.6134483814239502,-1.2374347448349,0.5608770251274109,1.2485860586166382,0.5923442840576172,-0.05136379227042198,0.6069389581680298,0.3759481310844421,0.578540563583374,-0.40635946393013,0.7368541359901428,-0.1796998530626297,0.8175435066223145,4.731230564193692,33.69519149422665,0.006473803435519744,1.64427387714386,1310.9649122807014,753.7596629504974,179.85265147874256,88.76223443485878,0
6,202.34181213378903,289.642333984375,154.29908752441406,197.09619140625,175.142578125,296.7439880371094,127.82376098632812,150.5958251953125,,348.95086669921875,133.60818481445312,177.70516967773438,135.72529602050778,150.78604125976562,148.88209533691406,160.05128479003906,147.9221954345703,146.48052978515625,189.01768493652344,209.8853912353516,179.21548461914062,200.7332000732422,183.6649932861328,220.0261993408203,5.6927508042648265,450.8472595214844,7866.5908203125,14.543763160705565,11.302124434425131,-0.0023928801529109482,0.47649231553077703,-0.17448127269744873,0.5424120426177979,-0.0064426432363688954,0.6077037453651428,0.04167453199625015,0.6325346827507019,-0.16267380118370056,0.926109492778778,0.3146166801452637,0.5318161249160767,-0.6981711983680725,0.4522280395030975,1.0221779346466064,0.3750347197055817,0.40296807885169983,0.4177514314651489,0.5503841638565063,0.46484282612800604,0.1058369055390358,0.4874095022678375,0.11305923759937285,0.4976949989795685,3.298533984895602,7.437168831837036,-0.5256071563822625,0.5790275931358337,214.9122807017544,544.6884581900775,109.4757109005269,37.98139734672113,3
7,680.8757934570312,521.6575927734375,960.9188232421876,1005.8776245117188,722.8861083984375,571.320068359375,680.0455322265625,527.39990234375,1036.0997314453123,730.6751708984375,1575.482421875,1210.4796142578125,1142.6314697265625,854.3123779296875,580.7816162109375,433.7710266113281,620.2064208984375,483.0885925292969,616.2368774414062,441.4136962890625,720.3092651367188,534.891845703125,801.1498413085938,647.4853515625,5.32325576812024,1547.3447265625,9749.849609375,1.6400753259658811,10.613422376268932,0.1082531437277794,0.4563795030117035,-0.22703489661216736,0.5028930902481079,-0.023366969078779217,0.36927914619445795,0.2713582217693329,0.44890350103378296,-0.026134729385375977,,0.07460924983024597,0.7942163348197937,0.7813413143157959,0.6470596790313721,1.3273206949234009,0.6235153079032898,-0.09391169250011444,0.5723923444747925,-0.09368711709976196,0.6625632047653198,0.2945699095726013,0.5356583595275879,0.3843669295310974,0.4804888367652893,6.996890270990671,34.279456505135215,-0.004662345108842263,2.1578097343444824,1031.578947368421,1667.8021386417975,265.440200435905,119.72085781657455,1
8,256.06814575195307,419.6104736328125,154.44142150878906,241.447265625,192.38340759277344,342.73681640625,191.4701995849609,264.55398559570307,184.69921875,299.97576904296875,218.07583618164062,366.9368896484375,323.65118408203125,533.350830078125,466.1066284179688,761.8344116210938,350.9652404785156,580.9396362304688,274.3201904296875,488.2333984375,214.00765991210938,409.1649475097656,176.66680908203125,322.3651123046875,5.197119705572943,1039.8050537109377,5265.55615234375,7.692386150360107,8.90429862603768,0.2862493097782135,0.5350918173789978,0.10169000178575516,0.5023236274719238,0.2368723899126053,0.5411411523818971,0.061972156167030334,0.5636078715324402,0.24494430422782895,1.1158199310302734,-0.06147869303822516,0.9393306374549866,-0.07756808400154114,0.7300313115119934,0.8863545060157776,0.7665734291076659,-0.07976096123456955,0.6296032667160034,0.3322325944900513,0.5330516099929811,0.1321229487657547,0.6169157028198242,0.04213782399892807,0.486628532409668,4.2333077351006185,10.201028946915075,-0.47024102405033097,1.4615098237991333,537.280701754386,1069.7929135811207,135.53274212927636,81.17916835250439,2
9,681.930419921875,1243.771484375,637.5556030273438,874.2876586914062,621.3840942382812,916.1787719726562,472.4861755371094,832.6500854492188,394.9364318847656,772.421142578125,345.7631530761719,464.177490234375,464.2208862304688,649.4363403320312,467.4158935546875,612.5323486328125,466.31646728515625,610.4367065429688,526.6473999023439,685.8574829101562,723.6845703125,985.4303588867188,893.2196655273438,1337.139404296875,5.84100686078263,1685.3411865234375,11033.16796875,2.1184427738189697,10.379211828678704,-0.09845788031816484,0.5151217579841614,0.1831220090389252,0.4905993938446045,-0.041907649487257004,0.4644581973552704,0.06672176718711853,0.4812998175621033,-0.018802056089043617,0.8823038935661316,0.1310403048992157,1.202570557594299,-0.527707576751709,0.9260016679763794,2.413049459457397,0.6336718201637268,0.4287485182285309,0.6602538228034973,0.5654321312904358,0.7493370175361633,-0.08348789066076279,0.590378999710083,0.27368736267089844,0.6012865900993347,5.264326965792981,17.96405106763569,0.002828394538531431,1.918715596199036,580.2631578947368,358.19097550796084,113.10743787873949,68.76788980242047,1
